record_id,source,database,event_name,event_year,station_name,station_id,component,component_angle_deg,tectonic_region,magnitude,mechanism,rrup_km,rjb_km,rx_km,vs30_m_per_s,site_class,dt_sec,npts,duration_sec,raw_units,processed_units,pga_g,pgv_cm_s,arias_intensity,significant_duration_5_95_sec,scale_factor,raw_file,processed_file,scaled_file,download_url,citation,license_notes,usable,notes
RSN5801_IWATE_55442EW,PEER,NGA-West2,Iwate_ Japan,2008,Hirakamachi Asamai Yokote,RSN5801,55442EW,,,6.9,Reverse,36.87,34.76,,325.79,D,0.01,6000,59.99,g,in/sec^2,0.1449378,38.74564,0.7,26.1,1.0,raw/RSN5801_IWATE_55442EW.AT2,processed/RSN5801_IWATE_55442EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=67; horizontal_component=2; vertical_file=RSN5801_IWATE_55442UD.AT2
RSN5803_IWATE_55445NS,PEER,NGA-West2,Iwate_ Japan,2008,Yokote Ju Monjimachi,RSN5803,55445NS,,,6.9,Reverse,32.56,30.15,,343.65,D,0.01,6000,59.99,g,in/sec^2,0.1270828,26.79192,0.4,21.6,1.0,raw/RSN5803_IWATE_55445NS.AT2,processed/RSN5803_IWATE_55445NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=68; horizontal_component=1; vertical_file=RSN5803_IWATE_55445UD.AT2
RSN5803_IWATE_55445EW,PEER,NGA-West2,Iwate_ Japan,2008,Yokote Ju Monjimachi,RSN5803,55445EW,,,6.9,Reverse,32.56,30.15,,343.65,D,0.01,6000,59.99,g,in/sec^2,0.1100109,25.59202,0.4,21.6,1.0,raw/RSN5803_IWATE_55445EW.AT2,processed/RSN5803_IWATE_55445EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=68; horizontal_component=2; vertical_file=RSN5803_IWATE_55445UD.AT2
RSN5812_IWATE_44B61NS,PEER,NGA-West2,Iwate_ Japan,2008,Kitakami Yanagiharach,RSN5812,44B61NS,,,6.9,Reverse,16.67,16.44,,348.99,D,0.01,12000,119.99000000000001,g,in/sec^2,0.2057143,8.978183,0.5,23.6,1.0,raw/RSN5812_IWATE_44B61NS.AT2,processed/RSN5812_IWATE_44B61NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=69; horizontal_component=1; vertical_file=RSN5812_IWATE_44B61UD.AT2
RSN5812_IWATE_44B61EW,PEER,NGA-West2,Iwate_ Japan,2008,Kitakami Yanagiharach,RSN5812,44B61EW,,,6.9,Reverse,16.67,16.44,,348.99,D,0.01,12000,119.99000000000001,g,in/sec^2,0.1536019,9.525167,0.5,23.6,1.0,raw/RSN5812_IWATE_44B61EW.AT2,processed/RSN5812_IWATE_44B61EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=69; horizontal_component=2; vertical_file=RSN5812_IWATE_44B61UD.AT2
RSN5817_IWATE_48A51NS,PEER,NGA-West2,Iwate_ Japan,2008,Tome City_ Nakadacho,RSN5817,48A51NS,,,6.9,Reverse,37.73,37.72,,284.45,D,0.01,12000,119.99000000000001,g,in/sec^2,0.1945562,17.64391,0.8,34.4,1.0,raw/RSN5817_IWATE_48A51NS.AT2,processed/RSN5817_IWATE_48A51NS_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=70; horizontal_component=1; vertical_file=RSN5817_IWATE_48A51UD.AT2
RSN5817_IWATE_48A51EW,PEER,NGA-West2,Iwate_ Japan,2008,Tome City_ Nakadacho,RSN5817,48A51EW,,,6.9,Reverse,37.73,37.72,,284.45,D,0.01,12000,119.99000000000001,g,in/sec^2,0.1568117,15.96349,0.8,34.4,1.0,raw/RSN5817_IWATE_48A51EW.AT2,processed/RSN5817_IWATE_48A51EW_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=70; horizontal_component=2; vertical_file=RSN5817_IWATE_48A51UD.AT2
RSN5836_SIERRA.MEX_EMO360,PEER,NGA-West2,El Mayor-Cucapah_ Mexico,2010,El Centro - Meloland Geot. Array,RSN5836,EMO360,360,,7.2,strike slip,29.0,28.53,,264.57,D,0.005,17499,87.49,g,in/sec^2,0.4392015,26.04894,3.5,24.7,1.0,raw/RSN5836_SIERRA.MEX_EMO360.AT2,processed/RSN5836_SIERRA.MEX_EMO360_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=71; horizontal_component=1; vertical_file=RSN5836_SIERRA.MEX_EMO-UP.AT2
RSN5836_SIERRA.MEX_EMO270,PEER,NGA-West2,El Mayor-Cucapah_ Mexico,2010,El Centro - Meloland Geot. Array,RSN5836,EMO270,270,,7.2,strike slip,29.0,28.53,,264.57,D,0.005,17499,87.49,g,in/sec^2,0.2913587,27.36021,3.5,24.7,1.0,raw/RSN5836_SIERRA.MEX_EMO270.AT2,processed/RSN5836_SIERRA.MEX_EMO270_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=71; horizontal_component=2; vertical_file=RSN5836_SIERRA.MEX_EMO-UP.AT2
RSN6886_DARFIELD_CACSN40E,PEER,NGA-West2,Darfield_ New Zealand,2010,Canterbury Aero Club,RSN6886,CACSN40E,,,7.0,strike slip,14.48,14.48,,280.26,D,0.005,30000,149.995,g,in/sec^2,0.1857917,34.08334,0.9,35.1,1.0,raw/RSN6886_DARFIELD_CACSN40E.AT2,processed/RSN6886_DARFIELD_CACSN40E_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=72; horizontal_component=1; vertical_file=RSN6886_DARFIELD_CACSUP.AT2
RSN6886_DARFIELD_CACSN50W,PEER,NGA-West2,Darfield_ New Zealand,2010,Canterbury Aero Club,RSN6886,CACSN50W,,,7.0,strike slip,14.48,14.48,,280.26,D,0.005,30000,149.995,g,in/sec^2,0.1984398,47.41933,0.9,35.1,1.0,raw/RSN6886_DARFIELD_CACSN50W.AT2,processed/RSN6886_DARFIELD_CACSN50W_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=72; horizontal_component=2; vertical_file=RSN6886_DARFIELD_CACSUP.AT2
RSN6893_DARFIELD_DFHSS17E,PEER,NGA-West2,Darfield_ New Zealand,2010,DFHS,RSN6893,DFHSS17E,,,7.0,strike slip,11.86,11.86,,344.02,D,0.005,30000,149.995,g,in/sec^2,0.4715171,39.9509,2.8,21.3,1.0,raw/RSN6893_DARFIELD_DFHSS17E.AT2,processed/RSN6893_DARFIELD_DFHSS17E_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=73; horizontal_component=1; vertical_file=RSN6893_DARFIELD_DFHSUP.AT2
RSN6893_DARFIELD_DFHSS73W,PEER,NGA-West2,Darfield_ New Zealand,2010,DFHS,RSN6893,DFHSS73W,,,7.0,strike slip,11.86,11.86,,344.02,D,0.005,30000,149.995,g,in/sec^2,0.5125887,29.74842,2.8,21.3,1.0,raw/RSN6893_DARFIELD_DFHSS73W.AT2,processed/RSN6893_DARFIELD_DFHSS73W_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=73; horizontal_component=2; vertical_file=RSN6893_DARFIELD_DFHSUP.AT2
RSN6896_DARFIELD_DORCN20W,PEER,NGA-West2,Darfield_ New Zealand,2010,DORC,RSN6896,DORCN20W,,,7.0,strike slip,32.91,29.96,,280.26,D,0.005,12390,61.945,g,in/sec^2,0.08280017,10.41171,0.2,27.9,1.0,raw/RSN6896_DARFIELD_DORCN20W.AT2,processed/RSN6896_DARFIELD_DORCN20W_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=74; horizontal_component=1; vertical_file=RSN6896_DARFIELD_DORCUP.AT2
RSN6896_DARFIELD_DORCN70E,PEER,NGA-West2,Darfield_ New Zealand,2010,DORC,RSN6896,DORCN70E,,,7.0,strike slip,32.91,29.96,,280.26,D,0.005,12390,61.945,g,in/sec^2,0.0863422,11.91008,0.2,27.9,1.0,raw/RSN6896_DARFIELD_DORCN70E.AT2,processed/RSN6896_DARFIELD_DORCN70E_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=74; horizontal_component=2; vertical_file=RSN6896_DARFIELD_DORCUP.AT2
RSN6923_DARFIELD_KPOCN15E,PEER,NGA-West2,Darfield_ New Zealand,2010,Kaiapoi North School ,RSN6923,KPOCN15E,,,7.0,strike slip,30.53,30.53,,255.0,D,0.005,14746,73.72500000000001,g,in/sec^2,0.359651,40.13554,1.6,20.1,1.0,raw/RSN6923_DARFIELD_KPOCN15E.AT2,processed/RSN6923_DARFIELD_KPOCN15E_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=75; horizontal_component=1; vertical_file=RSN6923_DARFIELD_KPOCUP.AT2
RSN6923_DARFIELD_KPOCS75E,PEER,NGA-West2,Darfield_ New Zealand,2010,Kaiapoi North School ,RSN6923,KPOCS75E,,,7.0,strike slip,30.53,30.53,,255.0,D,0.005,14746,73.72500000000001,g,in/sec^2,0.3014593,32.72142,1.6,20.1,1.0,raw/RSN6923_DARFIELD_KPOCS75E.AT2,processed/RSN6923_DARFIELD_KPOCS75E_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=75; horizontal_component=2; vertical_file=RSN6923_DARFIELD_KPOCUP.AT2
RSN6933_DARFIELD_MAYCN14E,PEER,NGA-West2,Darfield_ New Zealand,2010,MAYC,RSN6933,MAYCN14E,,,7.0,strike slip,35.23,33.54,,342.7,D,0.005,10850,54.245000000000005,g,in/sec^2,0.06775048,5.340858,0.1,25.5,1.0,raw/RSN6933_DARFIELD_MAYCN14E.AT2,processed/RSN6933_DARFIELD_MAYCN14E_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=76; horizontal_component=1; vertical_file=RSN6933_DARFIELD_MAYCUP.AT2
RSN6933_DARFIELD_MAYCN76W,PEER,NGA-West2,Darfield_ New Zealand,2010,MAYC,RSN6933,MAYCN76W,,,7.0,strike slip,35.23,33.54,,342.7,D,0.005,10850,54.245000000000005,g,in/sec^2,0.06200487,8.363994,0.1,25.5,1.0,raw/RSN6933_DARFIELD_MAYCN76W.AT2,processed/RSN6933_DARFIELD_MAYCN76W_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=76; horizontal_component=2; vertical_file=RSN6933_DARFIELD_MAYCUP.AT2
RSN6952_DARFIELD_PPHSS33W,PEER,NGA-West2,Darfield_ New Zealand,2010,Papanui High School ,RSN6952,PPHSS33W,,,7.0,strike slip,18.73,18.73,,263.2,D,0.005,30000,149.995,g,in/sec^2,0.2109005,51.25098,1.3,37.0,1.0,raw/RSN6952_DARFIELD_PPHSS33W.AT2,processed/RSN6952_DARFIELD_PPHSS33W_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=77; horizontal_component=1; vertical_file=RSN6952_DARFIELD_PPHSUP.AT2
RSN6952_DARFIELD_PPHSS57E,PEER,NGA-West2,Darfield_ New Zealand,2010,Papanui High School ,RSN6952,PPHSS57E,,,7.0,strike slip,18.73,18.73,,263.2,D,0.005,30000,149.995,g,in/sec^2,0.1822741,78.00552,1.3,37.0,1.0,raw/RSN6952_DARFIELD_PPHSS57E.AT2,processed/RSN6952_DARFIELD_PPHSS57E_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=77; horizontal_component=2; vertical_file=RSN6952_DARFIELD_PPHSUP.AT2
RSN6960_DARFIELD_RHSCN86W,PEER,NGA-West2,Darfield_ New Zealand,2010,Riccarton High School ,RSN6960,RHSCN86W,,,7.0,strike slip,13.64,13.64,,293.0,D,0.005,27370,136.845,g,in/sec^2,0.1900593,30.52681,1.2,24.6,1.0,raw/RSN6960_DARFIELD_RHSCN86W.AT2,processed/RSN6960_DARFIELD_RHSCN86W_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=78; horizontal_component=1; vertical_file=RSN6960_DARFIELD_RHSCUP.AT2
RSN6960_DARFIELD_RHSCS04W,PEER,NGA-West2,Darfield_ New Zealand,2010,Riccarton High School ,RSN6960,RHSCS04W,,,7.0,strike slip,13.64,13.64,,293.0,D,0.005,27370,136.845,g,in/sec^2,0.2335885,62.68972,1.2,24.6,1.0,raw/RSN6960_DARFIELD_RHSCS04W.AT2,processed/RSN6960_DARFIELD_RHSCS04W_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=78; horizontal_component=2; vertical_file=RSN6960_DARFIELD_RHSCUP.AT2
RSN6961_DARFIELD_RKACN14E,PEER,NGA-West2,Darfield_ New Zealand,2010,RKAC,RSN6961,RKACN14E,,,7.0,strike slip,16.47,13.37,,295.74,D,0.005,13018,65.08500000000001,g,in/sec^2,0.1667085,10.56215,0.5,20.3,1.0,raw/RSN6961_DARFIELD_RKACN14E.AT2,processed/RSN6961_DARFIELD_RKACN14E_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=79; horizontal_component=1; vertical_file=RSN6961_DARFIELD_RKACUP.AT2
RSN6961_DARFIELD_RKACS76E,PEER,NGA-West2,Darfield_ New Zealand,2010,RKAC,RSN6961,RKACS76E,,,7.0,strike slip,16.47,13.37,,295.74,D,0.005,13018,65.08500000000001,g,in/sec^2,0.1912315,17.87458,0.5,20.3,1.0,raw/RSN6961_DARFIELD_RKACS76E.AT2,processed/RSN6961_DARFIELD_RKACS76E_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=79; horizontal_component=2; vertical_file=RSN6961_DARFIELD_RKACUP.AT2
RSN6965_DARFIELD_SBRCS31E,PEER,NGA-West2,Darfield_ New Zealand,2010,SBRC,RSN6965,SBRCS31E,,,7.0,strike slip,24.34,21.31,,263.2,D,0.005,12756,63.775,g,in/sec^2,0.1488792,20.28031,0.7,20.3,1.0,raw/RSN6965_DARFIELD_SBRCS31E.AT2,processed/RSN6965_DARFIELD_SBRCS31E_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=80; horizontal_component=1; vertical_file=RSN6965_DARFIELD_SBRCUP.AT2
RSN6965_DARFIELD_SBRCS59W,PEER,NGA-West2,Darfield_ New Zealand,2010,SBRC,RSN6965,SBRCS59W,,,7.0,strike slip,24.34,21.31,,263.2,D,0.005,12756,63.775,g,in/sec^2,0.1532672,27.45657,0.7,20.3,1.0,raw/RSN6965_DARFIELD_SBRCS59W.AT2,processed/RSN6965_DARFIELD_SBRCS59W_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=80; horizontal_component=2; vertical_file=RSN6965_DARFIELD_SBRCUP.AT2
RSN6971_DARFIELD_SPFSN17E,PEER,NGA-West2,Darfield_ New Zealand,2010,SPFS,RSN6971,SPFSN17E,,,7.0,strike slip,29.86,29.86,,389.54,C,0.005,28000,139.995,g,in/sec^2,0.1601812,20.47464,1.0,22.7,1.0,raw/RSN6971_DARFIELD_SPFSN17E.AT2,processed/RSN6971_DARFIELD_SPFSN17E_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=81; horizontal_component=1; vertical_file=RSN6971_DARFIELD_SPFSUP.AT2
RSN6971_DARFIELD_SPFSN73W,PEER,NGA-West2,Darfield_ New Zealand,2010,SPFS,RSN6971,SPFSN73W,,,7.0,strike slip,29.86,29.86,,389.54,C,0.005,28000,139.995,g,in/sec^2,0.1600669,21.56373,1.0,22.7,1.0,raw/RSN6971_DARFIELD_SPFSN73W.AT2,processed/RSN6971_DARFIELD_SPFSN73W_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=81; horizontal_component=2; vertical_file=RSN6971_DARFIELD_SPFSUP.AT2
RSN6988_DARFIELD_WSFCN38W,PEER,NGA-West2,Darfield_ New Zealand,2010,WSFC,RSN6988,WSFCN38W,,,7.0,strike slip,26.93,24.36,,344.02,D,0.005,11172,55.855000000000004,g,in/sec^2,0.06653839,8.631049,0.1,26.2,1.0,raw/RSN6988_DARFIELD_WSFCN38W.AT2,processed/RSN6988_DARFIELD_WSFCN38W_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=82; horizontal_component=1; vertical_file=RSN6988_DARFIELD_WSFCUP.AT2
RSN6988_DARFIELD_WSFCS52W,PEER,NGA-West2,Darfield_ New Zealand,2010,WSFC,RSN6988,WSFCS52W,,,7.0,strike slip,26.93,24.36,,344.02,D,0.005,11172,55.855000000000004,g,in/sec^2,0.0694656,8.564244,0.1,26.2,1.0,raw/RSN6988_DARFIELD_WSFCS52W.AT2,processed/RSN6988_DARFIELD_WSFCS52W_in_per_sec2.txt,,,PEER NGA-West2 ground motion database,User-provided PEER download; follow PEER terms of use.,True,Imported from MLEarthquakeRecords.zip; PEER result_id=82; horizontal_component=2; vertical_file=RSN6988_DARFIELD_WSFCUP.AT2
